0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,2.057480382595271145e-11
4.000000000000000000e+01,3.450168034064482584e-11
6.000000000000000000e+01,1.182197227879009760e-11
8.000000000000000000e+01,1.653176773701626721e-12
1.000000000000000000e+02,4.912582698689690575e-13
1.200000000000000000e+02,2.215179244436464059e-13
1.400000000000000000e+02,8.776801763802504402e-14
1.600000000000000000e+02,-7.680424602653209687e-17
1.800000000000000000e+02,2.338885393786531724e-16
2.000000000000000000e+02,-1.340989212190561882e-16
2.200000000000000000e+02,1.812419070499811959e-16
2.400000000000000000e+02,4.881288403805946385e-16
2.600000000000000000e+02,3.806109751926826859e-16
2.800000000000000000e+02,1.017811696402518522e-16
3.000000000000000000e+02,-5.773474824051918010e-16
3.200000000000000000e+02,5.300675982394605535e-17
3.400000000000000000e+02,2.247172181274460003e-16
3.600000000000000000e+02,1.912160887234039670e-16
3.800000000000000000e+02,3.581602194568282419e-16
4.000000000000000000e+02,4.004224739500460584e-16
4.200000000000000000e+02,5.394250442486908222e-16
4.400000000000000000e+02,7.208751995673944655e-16
4.600000000000000000e+02,9.606227497464828990e-16
4.800000000000000000e+02,1.272929193550694199e-15
5.000000000000000000e+02,1.677204769994869493e-15
5.200000000000000000e+02,2.200511673046550475e-15
5.400000000000000000e+02,2.875030545541209856e-15
5.600000000000000000e+02,3.739536183671842142e-15
5.800000000000000000e+02,4.843335434317341429e-15
6.000000000000000000e+02,6.244930539462494035e-15
6.200000000000000000e+02,8.011219820205878572e-15
6.400000000000000000e+02,1.024211546656838731e-14
6.600000000000000000e+02,1.303078609864238260e-14
6.800000000000000000e+02,1.652155130093247164e-14
7.000000000000000000e+02,2.085945155763155861e-14
7.200000000000000000e+02,2.623333870919967758e-14
7.400000000000000000e+02,3.286727578093318878e-14
7.600000000000000000e+02,4.102192531538608394e-14
7.800000000000000000e+02,5.101722168750281981e-14
8.000000000000000000e+02,6.321485743599449164e-14
8.200000000000000000e+02,7.805482161255303218e-14
8.400000000000000000e+02,9.604807659437283820e-14
8.600000000000000000e+02,1.177884784357581104e-13
8.800000000000000000e+02,1.439855224174917082e-13
9.000000000000000000e+02,1.754358633013369156e-13
9.200000000000000000e+02,2.131065073795413952e-13
9.400000000000000000e+02,2.580852154186524944e-13
9.600000000000000000e+02,3.116471434695011125e-13
9.800000000000000000e+02,3.752954708946107226e-13
1.000000000000000000e+03,4.507187463476644387e-13
1.020000000000000000e+03,5.399423089665183214e-13
1.040000000000000000e+03,6.452731235731147788e-13
1.060000000000000000e+03,7.694003626007813760e-13
1.080000000000000000e+03,9.155147810371558231e-13
1.100000000000000000e+03,1.087281794816198463e-12
1.120000000000000000e+03,1.289083992227748848e-12
1.140000000000000000e+03,1.526055496982275175e-12
1.160000000000000000e+03,1.804269929853247481e-12
1.180000000000000000e+03,2.131044975409618203e-12
1.200000000000000000e+03,2.515049585220482927e-12
1.220000000000000000e+03,2.966865300248884805e-12
1.240000000000000000e+03,3.499290844858381236e-12
1.260000000000000000e+03,4.127887515266433939e-12
1.280000000000000000e+03,4.872016891347864773e-12
1.300000000000000000e+03,5.755265597769263784e-12
1.320000000000000000e+03,6.807280277954181659e-12
1.340000000000000000e+03,8.065164046658115456e-12
1.360000000000000000e+03,9.575122519549747678e-12
1.380000000000000000e+03,1.139660540103550655e-11
1.400000000000000000e+03,1.360397385320329089e-11
1.420000000000000000e+03,1.629312419726292716e-11
