0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,1.927582654796383139e-15
1.200000000000000000e+02,-4.816186711379840462e-15
1.800000000000000000e+02,4.428281080744556946e-15
2.400000000000000000e+02,3.979905040191345829e-15
3.000000000000000000e+02,4.402892115880373162e-15
3.600000000000000000e+02,-8.019347884106684470e-15
4.200000000000000000e+02,4.234948068396040941e-15
4.800000000000000000e+02,-5.048881043044120873e-16
5.400000000000000000e+02,-1.268266031906936464e-15
6.000000000000000000e+02,1.780551243419472097e-15
6.600000000000000000e+02,-2.416456240894383388e-15
7.200000000000000000e+02,1.962093969589549335e-15
7.800000000000000000e+02,3.853338736917212682e-15
8.400000000000000000e+02,1.323194503506564909e-15
9.000000000000000000e+02,-1.206949729904083259e-15
9.600000000000000000e+02,-3.240858760800938164e-15
1.020000000000000000e+03,-1.502074292302866802e-15
1.080000000000000000e+03,2.367101761952037716e-16
1.140000000000000000e+03,1.975494644693274740e-15
1.200000000000000000e+03,1.600169901343656076e-15
1.260000000000000000e+03,1.006355613318288423e-15
1.320000000000000000e+03,4.125413252929206224e-16
1.380000000000000000e+03,5.411772784561839703e-17
1.440000000000000000e+03,-2.016958864114499540e-16
1.500000000000000000e+03,-4.575095006685184036e-16
1.560000000000000000e+03,-6.491606937765609020e-16
1.620000000000000000e+03,-7.200544913027248158e-16
1.680000000000000000e+03,-7.195910410355149655e-16
1.740000000000000000e+03,-7.156282088752937735e-16
1.800000000000000000e+03,-9.076090596955092969e-16
1.860000000000000000e+03,-1.168963813331742271e-15
1.920000000000000000e+03,-1.437088661348042485e-15
1.980000000000000000e+03,-5.928005533708698868e-16
2.040000000000000000e+03,7.551318824071244099e-16
2.100000000000000000e+03,2.144471366889401215e-15
2.160000000000000000e+03,1.959306585311130394e-15
2.220000000000000000e+03,1.102550617521593910e-15
2.280000000000000000e+03,7.584137491259004523e-16
2.340000000000000000e+03,1.050202605788431479e-15
2.400000000000000000e+03,1.373442418651062689e-15
2.460000000000000000e+03,1.432343249658943803e-15
2.520000000000000000e+03,1.314893663843360589e-15
2.580000000000000000e+03,9.398247003137326414e-16
2.640000000000000000e+03,1.089527335261445921e-15
2.700000000000000000e+03,1.675243117154122963e-15
2.760000000000000000e+03,9.980554810646558641e-16
2.820000000000000000e+03,3.763762500598712876e-16
2.880000000000000000e+03,3.047416529284268038e-16
2.940000000000000000e+03,1.217457036708341801e-15
3.000000000000000000e+03,5.651784597186530408e-15
3.060000000000000000e+03,1.017518778285310280e-15
3.120000000000000000e+03,3.296489057443985965e-15
3.180000000000000000e+03,3.757238916324777988e-15
