0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.150324742289471468e-12
1.200000000000000000e+01,2.156647493895995899e-10
1.500000000000000000e+01,2.837144282250124440e-09
1.800000000000000000e+01,1.072797818447353090e-07
2.100000000000000000e+01,6.207673533568691466e-06
2.400000000000000000e+01,9.653606662827311498e-05
2.700000000000000000e+01,4.933170076059823113e-04
3.000000000000000000e+01,1.399345777772624273e-03
3.300000000000000000e+01,2.810518695935843372e-03
3.600000000000000000e+01,4.530079434762030420e-03
3.900000000000000000e+01,6.280125402082754361e-03
4.200000000000000000e+01,7.811811166959736069e-03
4.500000000000000000e+01,8.969337127424760817e-03
4.800000000000000000e+01,9.698722912361646201e-03
5.100000000000000000e+01,1.002130971571032168e-02
5.400000000000000000e+01,1.000223125353288944e-02
5.700000000000000000e+01,9.722156571097637090e-03
6.000000000000000000e+01,9.260055813296252936e-03
6.300000000000000000e+01,8.680922467519018929e-03
6.600000000000000000e+01,8.037318451871913044e-03
6.900000000000000000e+01,7.370123494973689765e-03
7.200000000000000000e+01,6.707332009474587659e-03
7.500000000000000000e+01,6.067674730651894353e-03
7.800000000000000000e+01,5.462860553835516449e-03
8.100000000000000000e+01,4.899533583950998854e-03
8.400000000000000000e+01,4.380765040294966155e-03
8.700000000000000000e+01,3.907225233384045010e-03
9.000000000000000000e+01,3.477919072409462430e-03
9.300000000000000000e+01,3.090794764897963984e-03
9.600000000000000000e+01,2.743191480662410774e-03
9.900000000000000000e+01,2.432105097759224271e-03
1.020000000000000000e+02,2.154549762585682062e-03
1.050000000000000000e+02,1.907530443304858480e-03
1.080000000000000000e+02,1.688108473626898131e-03
1.110000000000000000e+02,1.493527349322579462e-03
1.140000000000000000e+02,1.321238789463800726e-03
1.170000000000000000e+02,1.168900368798679807e-03
1.200000000000000000e+02,1.034332265611966018e-03
1.230000000000000000e+02,9.155327307904824246e-04
1.260000000000000000e+02,8.106439933699448926e-04
1.290000000000000000e+02,7.175204344798655253e-04
1.320000000000000000e+02,6.339220772549695451e-04
1.350000000000000000e+02,5.586669275417853291e-04
1.380000000000000000e+02,4.912238270579796610e-04
1.410000000000000000e+02,4.311164746810366619e-04
1.440000000000000000e+02,3.778255114936549756e-04
1.470000000000000000e+02,3.307722306591135645e-04
1.500000000000000000e+02,2.893479203268259988e-04
1.530000000000000000e+02,2.529633403246157484e-04
1.560000000000000000e+02,2.210642635076097580e-04
1.590000000000000000e+02,1.931310270069320145e-04
1.620000000000000000e+02,1.686879510505262753e-04
1.650000000000000000e+02,1.473131239919760736e-04
1.680000000000000000e+02,1.286324365555886599e-04
1.710000000000000000e+02,1.123112741781251254e-04
1.740000000000000000e+02,9.805382402991334658e-05
1.770000000000000000e+02,8.560184039780597469e-05
1.800000000000000000e+02,7.472889748311166587e-05
1.830000000000000000e+02,6.523556997441663080e-05
1.860000000000000000e+02,5.694744310139807076e-05
1.890000000000000000e+02,4.971263419458747158e-05
1.920000000000000000e+02,4.339596721428415577e-05
1.950000000000000000e+02,3.788063652598646361e-05
1.980000000000000000e+02,3.306664018697240843e-05
2.010000000000000000e+02,2.886457746422736243e-05
2.040000000000000000e+02,2.519675884138865597e-05
2.070000000000000000e+02,2.199509790679882019e-05
2.100000000000000000e+02,1.920004074579073646e-05
2.130000000000000000e+02,1.675986866256533379e-05
2.160000000000000000e+02,1.462976106983240999e-05
2.190000000000000000e+02,1.277043871058236795e-05
2.220000000000000000e+02,1.114753388583656657e-05
2.250000000000000000e+02,9.731043440863308382e-06
2.280000000000000000e+02,8.494435237734675894e-06
2.310000000000000000e+02,7.414974644718389052e-06
2.340000000000000000e+02,6.472542711006203565e-06
2.370000000000000000e+02,5.649890842639487350e-06
2.400000000000000000e+02,4.931831934268454340e-06
2.430000000000000000e+02,4.305081500750407553e-06
2.460000000000000000e+02,3.758023483981230931e-06
2.490000000000000000e+02,3.280468034988832676e-06
2.520000000000000000e+02,2.863559252344556896e-06
2.550000000000000000e+02,2.499623542173883816e-06
2.580000000000000000e+02,2.181927245173365055e-06
2.610000000000000000e+02,1.904619375473184607e-06
2.640000000000000000e+02,1.662579108957542791e-06
2.670000000000000000e+02,1.451295889213650080e-06
2.700000000000000000e+02,1.266875204001433331e-06
2.730000000000000000e+02,1.105871040358033683e-06
2.760000000000000000e+02,9.653232609234573266e-07
2.790000000000000000e+02,8.426365929736646433e-07
2.820000000000000000e+02,7.355438780635837121e-07
2.850000000000000000e+02,6.420681268958170254e-07
2.880000000000000000e+02,5.604745977330904342e-07
2.910000000000000000e+02,4.892475343335131531e-07
2.940000000000000000e+02,4.270740259627427445e-07
2.970000000000000000e+02,3.727922677582684568e-07
